,time,open,high,low,close,tick_volume,spread,real_volume,MeanCloseOpen,Diff_Close,Diff_Open,Diff_MeanCloseOpen
14,2022-07-26 3:00:00,1.02231,1.02331,1.0222,1.023,2380,8,0,1.022655,0.00069,0.00032,0.000505
15,2022-07-26 4:00:00,1.023,1.02502,1.02274,1.02412,3338,8,0,1.02356,0.00112,0.00069,0.000905
16,2022-07-26 5:00:00,1.02412,1.0245,1.02357,1.02385,1568,8,0,1.023985,-0.00027,0.00112,0.000425
17,2022-07-26 6:00:00,1.02386,1.02427,1.02268,1.02301,1348,8,0,1.023435,-0.00084,-0.00026,-0.00055
18,2022-07-26 7:00:00,1.02301,1.02316,1.0223,1.02254,1010,8,0,1.022775,-0.00047,-0.00085,-0.00066
19,2022-07-26 8:00:00,1.02254,1.02292,1.02132,1.0215,1429,8,0,1.02202,-0.00104,-0.00047,-0.000755
20,2022-07-26 9:00:00,1.02149,1.02292,1.021,1.02123,3396,8,0,1.02136,-0.00027,-0.00105,-0.00066
21,2022-07-26 10:00:00,1.02124,1.02362,1.02082,1.02192,5259,8,0,1.02158,0.00069,-0.00025,0.00022
22,2022-07-26 11:00:00,1.02192,1.02221,1.02022,1.02079,4467,8,0,1.021355,-0.00113,0.00068,-0.000225
23,2022-07-26 12:00:00,1.02079,1.02081,1.01707,1.01756,4765,8,0,1.019175,-0.00323,-0.00113,-0.00218
24,2022-07-26 13:00:00,1.01755,1.01782,1.01356,1.01515,6427,8,0,1.01635,-0.00241,-0.00324,-0.002825
25,2022-07-26 14:00:00,1.01515,1.01525,1.01247,1.01314,4454,8,0,1.014145,-0.00201,-0.0024,-0.002205
26,2022-07-26 15:00:00,1.01314,1.01491,1.01161,1.0148,5300,8,0,1.01397,0.00166,-0.00201,-0.000175
27,2022-07-26 16:00:00,1.01479,1.01528,1.01274,1.01435,6969,8,0,1.01457,-0.00045,0.00165,0.0006
28,2022-07-26 17:00:00,1.01435,1.01507,1.01199,1.01338,7911,8,0,1.013865,-0.00097,-0.00044,-0.000705
29,2022-07-26 18:00:00,1.01338,1.01406,1.01126,1.01157,4468,8,0,1.012475,-0.00181,-0.00097,-0.00139
30,2022-07-26 19:00:00,1.01155,1.01282,1.01076,1.01268,2819,8,0,1.012115,0.00111,-0.00183,-0.00036
31,2022-07-26 20:00:00,1.01268,1.01327,1.01164,1.01171,2466,8,0,1.012195,-0.00097,0.00113,8.00E-05
32,2022-07-26 21:00:00,1.01171,1.01297,1.01171,1.0122,2002,8,0,1.011955,0.00049,-0.00097,-0.00024
33,2022-07-26 22:00:00,1.0122,1.0127,1.0114,1.01146,2030,8,0,1.01183,-0.00074,0.00049,-0.000125
34,2022-07-26 23:00:00,1.01143,1.01226,1.01141,1.01158,945,8,0,1.011505,0.00012,-0.00077,-0.000325
35,2022-07-27 0:00:00,1.01153,1.01193,1.01133,1.01164,280,35,0,1.011585,6.00E-05,1.00E-04,8.00E-05
36,2022-07-27 1:00:00,1.01163,1.01328,1.01161,1.01292,1326,8,0,1.012275,0.00128,1.00E-04,0.00069
37,2022-07-27 2:00:00,1.01292,1.01336,1.01284,1.01284,956,8,0,1.01288,-8.00E-05,0.00129,0.000605
38,2022-07-27 3:00:00,1.01284,1.0144,1.01277,1.014,1991,8,0,1.01342,0.00116,-8.00E-05,0.00054
39,2022-07-27 4:00:00,1.014,1.01472,1.01369,1.0145,2619,8,0,1.01425,0.0005,0.00116,0.00083
40,2022-07-27 5:00:00,1.0145,1.0147,1.01379,1.0144,2216,8,0,1.01445,-1.00E-04,0.0005,0.0002
41,2022-07-27 6:00:00,1.0144,1.01469,1.01424,1.01424,1168,8,0,1.01432,-0.00016,-1.00E-04,-0.00013
42,2022-07-27 7:00:00,1.01427,1.01522,1.01414,1.01506,1212,8,0,1.014665,0.00082,-0.00013,0.000345
43,2022-07-27 8:00:00,1.01506,1.01524,1.01443,1.01461,1782,8,0,1.014835,-0.00045,0.00079,0.00017
44,2022-07-27 9:00:00,1.01461,1.01586,1.01277,1.01313,4318,8,0,1.01387,-0.00148,-0.00045,-0.000965
45,2022-07-27 10:00:00,1.01313,1.01525,1.01313,1.01395,4987,8,0,1.01354,0.00082,-0.00148,-0.00033
46,2022-07-27 11:00:00,1.01394,1.0151,1.01341,1.01416,4235,8,0,1.01405,0.00021,0.00081,0.00051
47,2022-07-27 12:00:00,1.01416,1.01547,1.01402,1.01431,3773,8,0,1.014235,0.00015,0.00022,0.000185
48,2022-07-27 13:00:00,1.01431,1.01545,1.01385,1.01533,3308,8,0,1.01482,0.00102,0.00015,0.000585
49,2022-07-27 14:00:00,1.01533,1.01718,1.01496,1.01507,3633,8,0,1.0152,-0.00026,0.00102,0.00038
50,2022-07-27 15:00:00,1.01507,1.01564,1.01407,1.01428,4638,8,0,1.014675,-0.00079,-0.00026,-0.000525
51,2022-07-27 16:00:00,1.01429,1.01523,1.01273,1.01354,5569,8,0,1.013915,-0.00074,-0.00078,-0.00076
52,2022-07-27 17:00:00,1.01355,1.01403,1.0109,1.012,5276,8,0,1.012775,-0.00154,-0.00074,-0.00114
53,2022-07-27 18:00:00,1.01199,1.01378,1.0105,1.01052,4280,8,0,1.011255,-0.00148,-0.00156,-0.00152
54,2022-07-27 19:00:00,1.01052,1.01159,1.00965,1.01112,2855,8,0,1.01082,0.0006,-0.00147,-0.000435
55,2022-07-27 20:00:00,1.01112,1.01427,1.0111,1.01268,2868,8,0,1.0119,0.00156,0.0006,0.00108
56,2022-07-27 21:00:00,1.01272,1.02119,1.0107,1.02009,16709,7,0,1.016405,0.00741,0.0016,0.004505
57,2022-07-27 22:00:00,1.02009,1.02204,1.01869,1.02083,8445,8,0,1.02046,0.00074,0.00737,0.004055
58,2022-07-27 23:00:00,1.02082,1.02084,1.01939,1.0198,1649,8,0,1.02031,-0.00103,0.00073,-0.00015
59,2022-07-28 0:00:00,1.01965,1.02006,1.01891,1.01994,634,37,0,1.019795,0.00014,-0.00117,-0.000515
60,2022-07-28 1:00:00,1.01997,1.02025,1.01887,1.02024,1503,8,0,1.020105,0.0003,0.00032,0.00031
61,2022-07-28 2:00:00,1.02024,1.0207,1.02008,1.02051,1577,8,0,1.020375,0.00027,0.00027,0.00027
62,2022-07-28 3:00:00,1.02052,1.02124,1.01803,1.01866,3002,8,0,1.01959,-0.00185,0.00028,-0.000785
63,2022-07-28 4:00:00,1.01868,1.02146,1.01836,1.0206,4953,8,0,1.01964,0.00194,-0.00184,5.00E-05
64,2022-07-28 5:00:00,1.0206,1.02069,1.01961,1.0205,3055,8,0,1.02055,-1.00E-04,0.00192,0.00091
65,2022-07-28 6:00:00,1.0205,1.02157,1.02047,1.02096,2041,8,0,1.02073,0.00046,-1.00E-04,0.00018
66,2022-07-28 7:00:00,1.02096,1.02232,1.02004,1.02023,2770,8,0,1.020595,-0.00073,0.00046,-0.000135
67,2022-07-28 8:00:00,1.02023,1.02257,1.02017,1.02205,2824,8,0,1.02114,0.00182,-0.00073,0.000545
68,2022-07-28 9:00:00,1.02203,1.02343,1.02025,1.02168,5568,8,0,1.021855,-0.00037,0.0018,0.000715
69,2022-07-28 10:00:00,1.02162,1.02162,1.01852,1.0212,7614,8,0,1.02141,-0.00048,-0.00041,-0.000445
70,2022-07-28 11:00:00,1.0212,1.02195,1.01962,1.02154,6073,8,0,1.02137,0.00034,-0.00042,-4.00E-05
71,2022-07-28 12:00:00,1.02154,1.02156,1.01521,1.01534,6313,8,0,1.01844,-0.0062,0.00034,-0.00293
72,2022-07-28 13:00:00,1.01534,1.01657,1.01234,1.01337,7006,8,0,1.014355,-0.00197,-0.0062,-0.004085
73,2022-07-28 14:00:00,1.01337,1.01367,1.01139,1.01178,5867,8,0,1.012575,-0.00159,-0.00197,-0.00178
74,2022-07-28 15:00:00,1.01177,1.01751,1.01158,1.01634,10896,8,0,1.014055,0.00456,-0.0016,0.00148
75,2022-07-28 16:00:00,1.01635,1.01737,1.01262,1.01399,12094,7,0,1.01517,-0.00235,0.00458,0.001115
76,2022-07-28 17:00:00,1.014,1.01685,1.01389,1.01563,9757,8,0,1.014815,0.00164,-0.00235,-0.000355
77,2022-07-28 18:00:00,1.01563,1.01711,1.01461,1.01638,5652,8,0,1.016005,0.00075,0.00163,0.00119
78,2022-07-28 19:00:00,1.01627,1.0164,1.0142,1.01578,3361,8,0,1.016025,-0.0006,0.00064,2.00E-05
79,2022-07-28 20:00:00,1.01578,1.01665,1.01551,1.016,2418,8,0,1.01589,0.00022,-0.00049,-0.000135
80,2022-07-28 21:00:00,1.016,1.01768,1.01562,1.01768,2561,8,0,1.01684,0.00168,0.00022,0.00095
81,2022-07-28 22:00:00,1.01767,1.01884,1.01763,1.01861,2283,8,0,1.01814,0.00093,0.00167,0.0013
82,2022-07-28 23:00:00,1.01861,1.01995,1.0185,1.0195,1300,8,0,1.019055,0.00089,0.00094,0.000915
83,2022-07-29 0:00:00,1.01941,1.01956,1.01899,1.01945,287,28,0,1.01943,-5.00E-05,0.0008,0.000375
84,2022-07-29 1:00:00,1.01946,1.01957,1.01901,1.01951,892,8,0,1.019485,6.00E-05,5.00E-05,5.50E-05
85,2022-07-29 2:00:00,1.01951,1.0196,1.0189,1.01924,952,8,0,1.019375,-0.00027,5.00E-05,-0.00011
86,2022-07-29 3:00:00,1.01926,1.02031,1.01894,1.0198,2310,8,0,1.01953,0.00056,-0.00025,0.000155
87,2022-07-29 4:00:00,1.0198,1.02041,1.01941,1.01973,2310,8,0,1.019765,-7.00E-05,0.00054,0.000235
88,2022-07-29 5:00:00,1.01977,1.01991,1.01912,1.01957,1150,8,0,1.01967,-0.00016,-3.00E-05,-9.50E-05
89,2022-07-29 6:00:00,1.01958,1.02247,1.01916,1.02127,3042,8,0,1.020425,0.0017,-0.00019,0.000755
90,2022-07-29 7:00:00,1.02126,1.02213,1.02081,1.02092,2316,8,0,1.02109,-0.00035,0.00168,0.000665
91,2022-07-29 8:00:00,1.02093,1.02201,1.02093,1.021,3348,8,0,1.020965,8.00E-05,-0.00033,-0.000125
92,2022-07-29 9:00:00,1.021,1.02543,1.021,1.02421,6904,8,0,1.022605,0.00321,7.00E-05,0.00164
93,2022-07-29 10:00:00,1.02423,1.02526,1.02221,1.0236,6732,8,0,1.023915,-0.00061,0.00323,0.00131
94,2022-07-29 11:00:00,1.0236,1.02368,1.02028,1.02209,5518,8,0,1.022845,-0.00151,-0.00063,-0.00107
95,2022-07-29 12:00:00,1.0221,1.02304,1.01856,1.02029,4928,8,0,1.021195,-0.0018,-0.0015,-0.00165
96,2022-07-29 13:00:00,1.02029,1.02457,1.01973,1.02409,4293,8,0,1.02219,0.0038,-0.00181,0.000995
97,2022-07-29 14:00:00,1.0241,1.0241,1.02056,1.02091,4351,8,0,1.022505,-0.00318,0.00381,0.000315
98,2022-07-29 15:00:00,1.02091,1.02107,1.01742,1.01773,7935,7,0,1.01932,-0.00318,-0.00319,-0.003185
99,2022-07-29 16:00:00,1.01773,1.01773,1.01459,1.01664,7300,8,0,1.017185,-0.00109,-0.00318,-0.002135
100,2022-07-29 17:00:00,1.01652,1.01978,1.01521,1.01952,10234,7,0,1.01802,0.00288,-0.00121,0.000835
101,2022-07-29 18:00:00,1.01955,1.02129,1.01924,1.02015,7088,8,0,1.01985,0.00063,0.00303,0.00183
102,2022-07-29 19:00:00,1.02015,1.02107,1.01771,1.01968,3701,8,0,1.019915,-0.00047,0.0006,6.50E-05
103,2022-07-29 20:00:00,1.01967,1.02142,1.01936,1.02099,2372,8,0,1.02033,0.00131,-0.00048,0.000415
104,2022-07-29 21:00:00,1.02099,1.02205,1.02067,1.022,1889,8,0,1.021495,0.00101,0.00132,0.001165
105,2022-07-29 22:00:00,1.02199,1.02228,1.02125,1.02217,2206,8,0,1.02208,0.00017,0.001,0.000585
106,2022-07-29 23:00:00,1.02216,1.02269,1.02169,1.02254,1121,8,0,1.02235,0.00037,0.00017,0.00027
107,2022-08-01 0:00:00,1.02108,1.02195,1.02094,1.02142,591,80,0,1.02125,-0.00112,-0.00108,-0.0011
108,2022-08-01 1:00:00,1.02142,1.02234,1.02077,1.0215,2101,8,0,1.02146,8.00E-05,0.00034,0.00021
109,2022-08-01 2:00:00,1.0215,1.02167,1.02055,1.02102,1249,8,0,1.02126,-0.00048,8.00E-05,-0.0002
110,2022-08-01 3:00:00,1.02103,1.0226,1.02077,1.02202,4457,8,0,1.021525,0.001,-0.00047,0.000265
111,2022-08-01 4:00:00,1.02203,1.02403,1.02155,1.02326,5289,8,0,1.022645,0.00124,0.001,0.00112
112,2022-08-01 5:00:00,1.02329,1.02413,1.02317,1.02397,2826,8,0,1.02363,0.00071,0.00126,0.000985
113,2022-08-01 6:00:00,1.02398,1.02403,1.02237,1.02257,2018,8,0,1.023275,-0.0014,0.00069,-0.000355
114,2022-08-01 7:00:00,1.02257,1.02314,1.02207,1.02238,1832,8,0,1.022475,-0.00019,-0.00141,-0.0008
115,2022-08-01 8:00:00,1.02239,1.02256,1.02134,1.0216,2171,8,0,1.021995,-0.00078,-0.00018,-0.00048
116,2022-08-01 9:00:00,1.02159,1.02408,1.02134,1.02334,4155,8,0,1.022465,0.00174,-0.0008,0.00047
117,2022-08-01 10:00:00,1.02333,1.02405,1.02247,1.02299,6006,8,0,1.02316,-0.00035,0.00174,0.000695
118,2022-08-01 11:00:00,1.023,1.02675,1.0227,1.02557,5925,8,0,1.024285,0.00258,-0.00033,0.001125
119,2022-08-01 12:00:00,1.02558,1.02701,1.02515,1.0264,4948,8,0,1.02599,0.00083,0.00258,0.001705
120,2022-08-01 13:00:00,1.02641,1.02674,1.02461,1.02517,3936,8,0,1.02579,-0.00123,0.00083,-0.0002
121,2022-08-01 14:00:00,1.02517,1.02543,1.02289,1.0233,4583,8,0,1.024235,-0.00187,-0.00124,-0.001555
122,2022-08-01 15:00:00,1.02331,1.02409,1.0225,1.0236,4724,8,0,1.023455,0.0003,-0.00186,-0.00078
123,2022-08-01 16:00:00,1.0236,1.02626,1.02267,1.02538,6859,8,0,1.02449,0.00178,0.00029,0.001035
124,2022-08-01 17:00:00,1.02489,1.02749,1.02326,1.02727,10727,8,0,1.02608,0.00189,0.00129,0.00159
125,2022-08-01 18:00:00,1.02727,1.02753,1.02664,1.02682,4751,8,0,1.027045,-0.00045,0.00238,0.000965
126,2022-08-01 19:00:00,1.02682,1.0275,1.02627,1.02739,3147,8,0,1.027105,0.00057,-0.00045,6.00E-05
127,2022-08-01 20:00:00,1.0274,1.02742,1.02531,1.02595,2569,8,0,1.026675,-0.00144,0.00058,-0.00043
128,2022-08-01 21:00:00,1.02595,1.02622,1.02454,1.02539,2037,8,0,1.02567,-0.00056,-0.00145,-0.001005
129,2022-08-01 22:00:00,1.02538,1.02594,1.02494,1.02583,2036,8,0,1.025605,0.00044,-0.00057,-6.50E-05
130,2022-08-01 23:00:00,1.02581,1.02611,1.02558,1.02592,812,8,0,1.025865,9.00E-05,0.00043,0.00026
131,2022-08-02 0:00:00,1.02591,1.02591,1.02469,1.02568,247,38,0,1.025795,-0.00024,0.0001,-7.00E-05
132,2022-08-02 1:00:00,1.0257,1.02635,1.02568,1.02621,964,8,0,1.025955,0.00053,-0.00021,0.00016
133,2022-08-02 2:00:00,1.0262,1.02688,1.02595,1.0263,1627,8,0,1.02625,9.00E-05,0.0005,0.000295
134,2022-08-02 3:00:00,1.0263,1.02938,1.02562,1.02866,5989,8,0,1.02748,0.00236,1.00E-04,0.00123
135,2022-08-02 4:00:00,1.02866,1.02866,1.0265,1.02681,5743,8,0,1.027735,-0.00185,0.00236,0.000255
136,2022-08-02 5:00:00,1.02682,1.02763,1.0261,1.02745,3728,8,0,1.027135,0.00064,-0.00184,-0.0006
137,2022-08-02 6:00:00,1.02745,1.02825,1.02653,1.02737,3159,8,0,1.02741,-8.00E-05,0.00063,0.000275
138,2022-08-02 7:00:00,1.02737,1.02795,1.02681,1.02712,3386,8,0,1.027245,-0.00025,-8.00E-05,-0.000165
139,2022-08-02 8:00:00,1.02712,1.02766,1.02653,1.02676,2917,8,0,1.02694,-0.00036,-0.00025,-0.000305
140,2022-08-02 9:00:00,1.02674,1.02674,1.0236,1.02417,5424,8,0,1.025455,-0.00259,-0.00038,-0.001485
141,2022-08-02 10:00:00,1.02417,1.02483,1.02153,1.02247,7560,8,0,1.02332,-0.0017,-0.00257,-0.002135
142,2022-08-02 11:00:00,1.02251,1.02444,1.02192,1.02407,6301,8,0,1.02329,0.0016,-0.00166,-3.00E-05
143,2022-08-02 12:00:00,1.02402,1.02453,1.02314,1.02379,4460,8,0,1.023905,-0.00028,0.00151,0.000615
144,2022-08-02 13:00:00,1.02379,1.0239,1.02212,1.02268,3873,8,0,1.023235,-0.00111,-0.00023,-0.00067
145,2022-08-02 14:00:00,1.02268,1.02426,1.0219,1.02238,4580,8,0,1.02253,-0.0003,-0.00111,-0.000705
146,2022-08-02 15:00:00,1.0224,1.02326,1.02067,1.02117,6106,8,0,1.021785,-0.00121,-0.00028,-0.000745
147,2022-08-02 16:00:00,1.02121,1.02358,1.02022,1.02068,9815,8,0,1.020945,-0.00049,-0.00119,-0.00084
148,2022-08-02 17:00:00,1.02069,1.02116,1.01811,1.01997,10400,8,0,1.02033,-0.00071,-0.00052,-0.000615
149,2022-08-02 18:00:00,1.01994,1.02131,1.01909,1.0196,6891,8,0,1.01977,-0.00037,-0.00075,-0.00056
150,2022-08-02 19:00:00,1.01961,1.02104,1.01917,1.0195,4069,8,0,1.019555,-1.00E-04,-0.00033,-0.000215
151,2022-08-02 20:00:00,1.01946,1.0196,1.01708,1.01839,3947,8,0,1.018925,-0.00111,-0.00015,-0.00063
152,2022-08-02 21:00:00,1.01839,1.01893,1.01722,1.01727,3423,8,0,1.01783,-0.00112,-0.00107,-0.001095
153,2022-08-02 22:00:00,1.01727,1.01804,1.01682,1.01689,2952,8,0,1.01708,-0.00038,-0.00112,-0.00075
154,2022-08-02 23:00:00,1.01689,1.01697,1.01633,1.01648,1270,8,0,1.016685,-0.00041,-0.00038,-0.000395
155,2022-08-03 0:00:00,1.01648,1.01648,1.01616,1.01616,173,32,0,1.01632,-0.00032,-0.00041,-0.000365
156,2022-08-03 1:00:00,1.01616,1.01724,1.01616,1.01642,2134,8,0,1.01629,0.00026,-0.00032,-3.00E-05
157,2022-08-03 2:00:00,1.01642,1.01661,1.01545,1.01562,2116,8,0,1.01602,-0.0008,0.00026,-0.00027
158,2022-08-03 3:00:00,1.01562,1.01641,1.01501,1.0158,3866,8,0,1.01571,0.00018,-0.0008,-0.00031
159,2022-08-03 4:00:00,1.0158,1.01709,1.01567,1.01706,3462,8,0,1.01643,0.00126,0.00018,0.00072
160,2022-08-03 5:00:00,1.01706,1.01821,1.01687,1.01804,2854,8,0,1.01755,0.00098,0.00126,0.00112
161,2022-08-03 6:00:00,1.01804,1.01938,1.01772,1.01914,2543,8,0,1.01859,0.0011,0.00098,0.00104
162,2022-08-03 7:00:00,1.01916,1.01931,1.0181,1.0186,3374,8,0,1.01888,-0.00054,0.00112,0.00029
163,2022-08-03 8:00:00,1.0186,1.0187,1.01745,1.01761,3008,8,0,1.018105,-0.00099,-0.00056,-0.000775
164,2022-08-03 9:00:00,1.01759,1.018,1.0154,1.01594,5260,8,0,1.016765,-0.00167,-0.00101,-0.00134
165,2022-08-03 10:00:00,1.01595,1.01913,1.0159,1.01777,7731,8,0,1.01686,0.00183,-0.00164,9.50E-05
166,2022-08-03 11:00:00,1.0178,1.01891,1.0178,1.01878,4851,8,0,1.01829,0.00101,0.00185,0.00143
167,2022-08-03 12:00:00,1.01876,1.01977,1.01812,1.01861,4215,8,0,1.018685,-0.00017,0.00096,0.000395
168,2022-08-03 13:00:00,1.01863,1.02001,1.01788,1.01877,5055,8,0,1.0187,0.00016,-0.00013,1.50E-05
169,2022-08-03 14:00:00,1.01877,1.02105,1.01803,1.01842,5553,8,0,1.018595,-0.00035,0.00014,-0.000105
170,2022-08-03 15:00:00,1.01841,1.01966,1.01798,1.0186,5982,8,0,1.018505,0.00018,-0.00036,-9.00E-05
171,2022-08-03 16:00:00,1.01858,1.01874,1.01655,1.01695,5914,8,0,1.017765,-0.00165,0.00017,-0.00074
172,2022-08-03 17:00:00,1.01693,1.01693,1.01251,1.01302,12302,8,0,1.014975,-0.00393,-0.00165,-0.00279
173,2022-08-03 18:00:00,1.01302,1.01465,1.01226,1.01445,6495,8,0,1.013735,0.00143,-0.00391,-0.00124
174,2022-08-03 19:00:00,1.01445,1.01663,1.01399,1.01499,5244,8,0,1.01472,0.00054,0.00143,0.000985
175,2022-08-03 20:00:00,1.01499,1.01601,1.01483,1.01576,2269,8,0,1.015375,0.00077,0.00054,0.000655
176,2022-08-03 21:00:00,1.01576,1.01603,1.01494,1.01547,2104,8,0,1.015615,-0.00029,0.00077,0.00024
177,2022-08-03 22:00:00,1.01547,1.0174,1.01538,1.01682,2557,8,0,1.016145,0.00135,-0.00029,0.00053
178,2022-08-03 23:00:00,1.01698,1.01722,1.0167,1.01681,1230,8,0,1.016895,-1.00E-05,0.00151,0.00075
179,2022-08-04 0:00:00,1.01674,1.01697,1.01647,1.01682,208,29,0,1.01678,1.00E-05,-0.00024,-0.000115
180,2022-08-04 1:00:00,1.01686,1.01697,1.01559,1.01619,1732,8,0,1.016525,-0.00063,0.00012,-0.000255
181,2022-08-04 2:00:00,1.01619,1.01624,1.01565,1.01566,1497,8,0,1.015925,-0.00053,-0.00067,-0.0006
182,2022-08-04 3:00:00,1.01563,1.01662,1.01542,1.01651,3381,8,0,1.01607,0.00085,-0.00056,0.000145
183,2022-08-04 4:00:00,1.01651,1.01761,1.01611,1.0169,3321,8,0,1.016705,0.00039,0.00088,0.000635
184,2022-08-04 5:00:00,1.0169,1.01728,1.01616,1.01647,1478,8,0,1.016685,-0.00043,0.00039,-2.00E-05
185,2022-08-04 6:00:00,1.01647,1.01706,1.01603,1.01627,1104,8,0,1.01637,-0.0002,-0.00043,-0.000315
186,2022-08-04 7:00:00,1.01627,1.01674,1.0161,1.01641,1662,8,0,1.01634,0.00014,-0.0002,-3.00E-05
187,2022-08-04 8:00:00,1.01641,1.01738,1.01619,1.0163,2178,8,0,1.016355,-0.00011,0.00014,1.50E-05
188,2022-08-04 9:00:00,1.0163,1.01723,1.01564,1.0168,4224,8,0,1.01655,0.0005,-0.00011,0.000195
189,2022-08-04 10:00:00,1.0168,1.01864,1.01663,1.01789,6190,8,0,1.017345,0.00109,0.0005,0.000795
190,2022-08-04 11:00:00,1.01789,1.01941,1.01744,1.01915,4502,8,0,1.01852,0.00126,0.00109,0.001175
191,2022-08-04 12:00:00,1.01915,1.01978,1.01855,1.01884,4109,8,0,1.018995,-0.00031,0.00126,0.000475
192,2022-08-04 13:00:00,1.01884,1.0196,1.01853,1.01904,3553,8,0,1.01894,0.0002,-0.00031,-5.50E-05
193,2022-08-04 14:00:00,1.01903,1.01954,1.01602,1.0176,9039,8,0,1.018315,-0.00144,0.00019,-0.000625
194,2022-08-04 15:00:00,1.01758,1.0195,1.01655,1.0188,8308,8,0,1.01819,0.0012,-0.00145,-0.000125
195,2022-08-04 16:00:00,1.0188,1.01963,1.01733,1.01915,8059,8,0,1.018975,0.00035,0.00122,0.000785
196,2022-08-04 17:00:00,1.01916,1.02121,1.01862,1.02117,7629,8,0,1.020165,0.00202,0.00036,0.00119
197,2022-08-04 18:00:00,1.02117,1.02338,1.0206,1.0222,5738,8,0,1.021685,0.00103,0.00201,0.00152
198,2022-08-04 19:00:00,1.0222,1.02393,1.0218,1.02366,3880,8,0,1.02293,0.00146,0.00103,0.001245
199,2022-08-04 20:00:00,1.02365,1.02425,1.02305,1.02374,2273,8,0,1.023695,8.00E-05,0.00145,0.000765
200,2022-08-04 21:00:00,1.02373,1.02502,1.02364,1.02496,2398,8,0,1.024345,0.00122,8.00E-05,0.00065
201,2022-08-04 22:00:00,1.02498,1.02537,1.0244,1.02453,1993,8,0,1.024755,-0.00043,0.00125,0.00041
202,2022-08-04 23:00:00,1.02451,1.02471,1.02416,1.02453,726,8,0,1.02452,0,-0.00047,-0.000235
203,2022-08-05 0:00:00,1.0245,1.02469,1.02437,1.02441,328,30,0,1.024455,-0.00012,-1.00E-05,-6.50E-05
204,2022-08-05 1:00:00,1.02444,1.0248,1.02417,1.0248,1069,8,0,1.02462,0.00039,-6.00E-05,0.000165
205,2022-08-05 2:00:00,1.02479,1.0252,1.02459,1.02474,1235,8,0,1.024765,-6.00E-05,0.00035,0.000145
206,2022-08-05 3:00:00,1.02474,1.02483,1.02313,1.02321,2522,8,0,1.023975,-0.00153,-5.00E-05,-0.00079
207,2022-08-05 4:00:00,1.02321,1.02386,1.02295,1.02331,2545,8,0,1.02326,1.00E-04,-0.00153,-0.000715
208,2022-08-05 5:00:00,1.02331,1.02366,1.02295,1.02341,1654,8,0,1.02336,1.00E-04,1.00E-04,1.00E-04
209,2022-08-05 6:00:00,1.02342,1.02396,1.02333,1.02364,1417,8,0,1.02353,0.00023,0.00011,0.00017
210,2022-08-05 7:00:00,1.02364,1.02391,1.02336,1.02351,1419,8,0,1.023575,-0.00013,0.00022,4.50E-05
211,2022-08-05 8:00:00,1.0235,1.02366,1.02274,1.02314,2062,8,0,1.02332,-0.00037,-0.00014,-0.000255
212,2022-08-05 9:00:00,1.02314,1.02371,1.02225,1.02357,3255,8,0,1.023355,0.00043,-0.00036,3.50E-05
213,2022-08-05 10:00:00,1.02357,1.02394,1.02262,1.02334,3627,8,0,1.023455,-0.00023,0.00043,1.00E-04
214,2022-08-05 11:00:00,1.02334,1.02376,1.02182,1.02235,3497,8,0,1.022845,-0.00099,-0.00023,-0.00061
215,2022-08-05 12:00:00,1.02235,1.02316,1.02222,1.02287,2690,8,0,1.02261,0.00052,-0.00099,-0.000235
216,2022-08-05 13:00:00,1.02287,1.02363,1.02258,1.0236,2551,8,0,1.023235,0.00073,0.00052,0.000625
